no,text,translate,label1,label2,average
332,jakarta kapolri jenderal listyo sigit prabowo beri arah baru lalu kepada seluruh polda jajar kait dengan evaluasi laku batas giat masyarakat selasa,Jakarta National Police Chief General Listyo Sigit Prabowo gave a new direction and then to all Polda Jajar Hook with an evaluation of the behavior of the active limit of the community on Tuesday,2,2,2
333,satgas tegas agar ppkm harus tetap sukses agar tidak jadi lonjak jangan lupa,"The task force is firm so that PPKM must continue to be successful so it doesn't spike, don't forget",2,2,2
334,koramil tegak disiplin protokol sehat di posko ppkm,Koramil enforces healthy protocol discipline at the PPKM post,2,2,2
335,personil polsek patumbak sama tiga pilar laksana giat ppkm sekaligus menghimbau kepada masyarakat dan kendara motor untuk pakai masker dan patuh protokol sehat guna antisipasi sebar,Patumbak Police personnel and the three pillars are active in PPKM while urging the public and motorcyclists to wear masks and comply with healthy protocols to anticipate the spread of the virus.,2,2,2
336,vicon evaluasi laksana ppkm di pimpin di ruang prajagupta,vicon evaluation like ppkm is led in the prajagupta room,2,2,2
337,trantib andir sama patroli woro woro tega perwal kota bandung tahun perihal ppkm level penghimbauan batas waktu jam operasional street dan toko,"Transtib Andir and the Woro Woro Patrol have the heart to perwal in Bandung City, last year regarding PPKM, the level of appeal for the time limit for operating hours for streets and shops",2,2,2
338,kepada para kepala sekolah saya sila untuk segera laku giat ajar tatap muka batas dengan syarat wilayah sekolah sebut minimal sudah pada level ppkm dan vaksinasi covid,"to my school principals, please immediately engage in face-to-face teaching with the condition that the school area is at least at the PPKM level and the covid vaccination",2,2,2
339,upaya cegah terus laku oleh tim gabung satgas yang ada di posko ppkm selain bagi masker tugas posko juga menghimbau kepada warga untuk selalu patuh protokol sehat,"prevention efforts continue to be carried out by the team joining the task force at the PPKM post, apart from masks, the command post also appeals to residents to always obey the healthy protocol.",2,2,2
340,giat bansos upa bagi nasi bungkus kpd warga dalam rangka laku ppkm level di wilayah hukum polsek kundur utara barat belat karimun,"Social assistance is active in an effort to provide rice wrap to residents in the context of conducting PPKM level in the jurisdiction of the Kundur Police, North West, Belat Karimun",2,2,2
341,anggota piket polsek tegalwaru laksana giat patroli dan kece pos ppkm di pasar,Tegalwaru police picket members are like active patrols and are cool at the PPKM post in the market,2,2,2
342,trantib andir sama patroli woro woro tega perwal kota bandung tahun perihal ppkm level penghimbauan batas waktu jam operasional street dan toko,"Transtib Andir and the Woro Woro Patrol have the heart to perwal in Bandung City, last year regarding PPKM, the level of appeal for the time limit for operating hours for streets and shops",2,2,2
343,kepada para kepala sekolah saya sila untuk segera laku giat ajar tatap muka batas dengan syarat wilayah sekolah sebut minimal sudah pada level ppkm dan vaksinasi covid,"to my school principals, please immediately engage in face-to-face teaching with the condition that the school area is at least at the PPKM level and the covid vaccination",2,2,2
344,upaya cegah terus laku oleh tim gabung satgas yang ada di posko ppkm selain bagi masker tugas posko juga menghimbau kepada warga untuk selalu patuh protokol sehat,"prevention efforts continue to be carried out by the team joining the task force at the PPKM post, apart from masks, the command post also appeals to residents to always obey the healthy protocol.",2,2,2
345,giat bansos upa bagi nasi bungkus kpd warga dalam rangka laku ppkm level di wilayah hukum polsek kundur utara barat belat karimun,"Social assistance is active in an effort to provide rice wrap to residents in the context of conducting PPKM level in the jurisdiction of the Kundur Police, North West, Belat Karimun",2,2,2
346,anggota piket polsek tegalwaru laksana giat patroli dan kece pos ppkm di pasar,Tegalwaru police picket members are like active patrols and are cool at the PPKM post in the market,2,2,2
347,antisipasi longgar ini pesan kapolri,this loose anticipation is the message from the chief of police,2,0,1
348,perintah panjang ppkm hingga okt area jawa bal ppkm level bawah mengijinkan kerja sektor non esensial kerja kembali di kantor,long orders ppkm to oct Java bal area ppkm lower level allows non-essential sector work to return to work in the office,2,0,1
349,perintah panjang ppkm hingga okt area jawa bal ppkm level bawah mengijinkan kerja sektor non esensial kerja kembali di kantor,long orders ppkm to oct Java bal area ppkm lower level allows non-essential sector work to return to work in the office,2,0,1
350,bupati morowali jangan percaya berita vaksinasi bukti tekan angka korban,"Morowali regent don't believe the news of vaccination, proof of suppressing the number of victims",2,0,1
351,sayang banget rilis pas musim coba gaada ppkm pasti bakal rame bangettt,"Too bad it's released during the trial season without PPKM, it's definitely going to be really busy",2,0,1
352,riau minta pasok bbm tambah iring turun level ppkm di,"Riau asks for more fuel supplies, along with lowering the PPKM level at",2,0,1
353,ppkm pengaruh besar cegah covid,PPKM has a big impact on preventing covid,2,0,1
354,status ppkm tahan di level lihat bahwa pandemi kian pada saat seperti ini justru kampanye tertib prokes perlu makin saksi episode kamis pukul wib hanya di,"PPKM status is holding at the level. See that the pandemic is getting worse at a time like this, in fact, the campaign for an orderly process needs more witnesses to the Thursday episode at WIT only on",2,0,1
355,ppkm lindung masyarakat dari kena virus korona,PPKM protects the public from getting infected with the corona virus,2,0,1
356,ppkm lindung masyarakat dari kena virus korona,PPKM protects the public from getting infected with the corona virus,2,0,1
357,wakil ketua umum bidang koperasi dan umkm kadin akhmad syarbini efektivitas laksana ppkm darurat sangat gantung pada perilaku tanpa,"Kadin Deputy General Chairperson for Cooperatives and SMEs, Akhmad Syarbini, the effectiveness of emergency PPKM is very dependent on behavior without",2,0,1
358,ubah atur ppkm level pasar dan mal boleh buka persen via apa berat kalian even lbp lbp lagi yg pasti tdk ada satu orang bisa bantah hasil tak kenal istilah mangkrak bro n sist,"change the PPkm at market and mall levels, you can open percent via what weight you are even lbp lbp again for sure no one can deny the results don't know the term stalled bro n sis",2,0,1
359,ppkm bisa jadi kurang cara signifikan kasus bullying dan rundung oleh yg sakit cara mental dan harus dapat treatment,PPKM can be less significant in cases of bullying and bullying by those who are mentally ill and must receive treatment,2,0,1
360,wakil ketua umum bidang koperasi dan umkm kadin akhmad syarbini efektivitas laksana ppkm darurat sangat gantung pada perilaku tanpa,"Kadin Deputy General Chairperson for Cooperatives and SMEs, Akhmad Syarbini, the effectiveness of emergency PPKM is very dependent on behavior without",2,0,1
